date;title;category;source;primary_topic;seo_keywords;quality_score;seo_score;url;status
"2026-02-23 07:01";"Alzheimer : une carence cérébrale inattendue pourrait être l’un des premiers déclencheurs";Santé;"Futura Sciences";;;;;https://www.futura-sciences.com/sante/actualites/maladie-alzheimer-alzheimer-carence-cerebrale-inattendue-pourrait-etre-premiers-declencheurs-w2t8-131389/#xtor%3DRSS-8;new
"2026-02-23 05:44";"Vaches absentes, loi Duplomb, guerre des prix… Cinq enjeux qui secouent l’édition 2026 du Salon de l’agriculture";Économie;Novethic;;;;;https://www.novethic.fr/environnement/biodiversite/vaches-absentes-loi-duplomb-guerre-prix-cinq-enjeux-secouent-salon-agriculture;new
"2026-02-22 20:03";"Patient bizarre : une femme découvre qu’elle produit du lait par la poitrine… et les aisselles !";Santé;"Futura Sciences";;;;;https://www.futura-sciences.com/sante/actualites/maladie-patient-bizarre-femme-decouvre-quelle-produit-lait-poitrine-aisselles-131421/#xtor%3DRSS-8;new
"2026-02-22 18:00";"Ils l’avaient annoncé il y a 40 ans… et les ouragans deviennent aujourd’hui plus dangereux que prévu";Sciences;"Futura Sciences";;;;;https://www.futura-sciences.com/planete/actualites/ouragan-ils-avaient-annonce-il-y-40-ans-ouragans-deviennent-aujourdhui-plus-dangereux-prevu-w2t8-131483/#xtor%3DRSS-8;failed
"2026-02-22 17:03";"Comment le cheval est passé de la boucherie au club d'équitation en moins de deux générations ?";Sciences;"Futura Sciences";;;;;https://www.futura-sciences.com/planete/actualites/animaux-cheval-passe-boucherie-club-equitation-moins-deux-generations-131322/#xtor%3DRSS-8;failed
"2026-02-22 15:02";"Le retour au travail après un bébé : la fracture silencieuse que 82 % des parents n'osent pas nommer";Santé;"Futura Sciences";;;;;https://www.futura-sciences.com/sante/actualites/travail-retour-travail-apres-bebe-fracture-silencieuse-82-parents-nosent-pas-nommer-131442/#xtor%3DRSS-8;new
"2026-02-22 14:03";"Paris en 2050 : le Louvre, la Tour Eiffel et les immeubles haussmanniens métamorphosés";Sciences;"Futura Sciences";;;;;https://www.futura-sciences.com/planete/actualites/ville-paris-2050-louvre-tour-eiffel-immeubles-haussmanniens-metamorphoses-128606/#xtor%3DRSS-8;failed
"2026-02-22 12:57";"Agriculture intensive contestée : les alternatives sont-elles comparables ?";Sciences;"Futura Sciences";;;;;https://www.futura-sciences.com/planete/actualites/agriculture-agriculture-intensive-contestee-alternatives-sont-elles-comparables-131511/#xtor%3DRSS-8;failed
"2026-02-22 12:03";"Dépression et anxiété : ces trois sports qui feraient aussi bien, voire mieux, que les traitements";Santé;"Futura Sciences";;;;;https://www.futura-sciences.com/sante/actualites/sport-depression-anxiete-ces-trois-sports-feraient-aussi-bien-voire-mieux-traitements-131525/#xtor%3DRSS-8;new
"2026-02-22 10:02";"Utiliser l'IA au quotidien ne suffit pas à repérer les images deepfakes : la science l'a désormais prouvé";Santé;"Futura Sciences";;;;;https://www.futura-sciences.com/sante/actualites/psychologie-utiliser-ia-quotidien-ne-suffit-pas-reperer-images-deepfakes-science-desormais-prouve-131497/#xtor%3DRSS-8;new
"2026-02-22 09:00";"Les scientifiques découvrent un « nouveau langage » du cerveau humain";Santé;"Futura Sciences";;;;;https://www.futura-sciences.com/sante/actualites/cerveau-scientifiques-decouvrent-nouveau-langage-cerveau-humain-k2m6-131316/#xtor%3DRSS-8;new
"2026-02-22 07:01";"Cette démence évitable est aujourd’hui la première cause de troubles cognitifs précoces en France";Santé;"Futura Sciences";;;;;https://www.futura-sciences.com/sante/actualites/demence-cette-demence-evitable-aujourdhui-premiere-cause-troubles-cognitifs-precoces-france-w2t8-131365/#xtor%3DRSS-8;new
"2026-02-21 20:03";"Patient bizarre : aveugle depuis l’âge de 11 ans, elle retrouve la vue en se cognant la tête contre une table !";Santé;"Futura Sciences";;;;;https://www.futura-sciences.com/sante/actualites/vue-patient-bizarre-aveugle-depuis-age-11-ans-elle-retrouve-vue-cognant-tete-table-131461/#xtor%3DRSS-8;new
"2026-02-21 19:51";"Accalmie trompeuse : le risque d’inondations pourrait repartir la semaine prochaine";Sciences;"Futura Sciences";;;;;https://www.futura-sciences.com/planete/actualites/meteorologie-accalmie-trompeuse-risque-inondations-pourrait-repartir-semaine-prochaine-131528/#xtor%3DRSS-8;failed
"2026-02-21 19:29";"Muscler cet organe favorise des orgasmes plus intenses chez la femme et chez l’homme";Santé;"Futura Sciences";;;;;https://www.futura-sciences.com/sante/actualites/sexualite-muscler-cet-organe-favorise-orgasmes-plus-intenses-chez-femme-chez-homme-131440/#xtor%3DRSS-8;new
"2026-02-21 19:00";"Point de non-retour : cette extinction qui a anéanti 90 % de la vie";Sciences;"Futura Sciences";;;;;https://www.futura-sciences.com/planete/actualites/rechauffement-climatique-point-non-retour-cette-extinction-aneanti-90-vie-w2t8-131474/#xtor%3DRSS-8;failed
"2026-02-21 18:00";"Avril 1970 : comment un enchaînement météo a provoqué l’un des pires drames humains en France";Sciences;"Futura Sciences";;;;;https://www.futura-sciences.com/planete/actualites/meteorologie-avril-1970-enchainement-meteo-provoque-pires-drames-naturels-france-w2t8-131458/#xtor%3DRSS-8;failed
"2026-02-21 17:02";"Il ressemble à un chaton mais aboie comme un chien : voici le chat des sables";Sciences;"Futura Sciences";;;;;https://www.futura-sciences.com/planete/actualites/chat-decouvrez-chat-sables-felin-unique-monde-minuscule-invisible-aboie-131450/#xtor%3DRSS-8;failed
"2026-02-21 14:57";"Phénomène météo extraordinaire : 7 soleils et 4 lunes, non vous ne rêvez pas !";Sciences;"Futura Sciences";;;;;https://www.futura-sciences.com/planete/actualites/meteorologie-phenomene-meteo-extraordinaire-7-soleils-4-lunes-non-vous-ne-revez-pas-131493/#xtor%3DRSS-8;failed
"2026-02-21 10:00";"Ces 5 habitudes transforment la relation avec vos enfants… même quand ils quittent la maison";Santé;"Futura Sciences";;;;;https://www.futura-sciences.com/sante/actualites/adolescent-ces-5-habitudes-transforment-relation-vos-enfants-meme-ils-quittent-maison-k2m6-131236/#xtor%3DRSS-8;new
"2026-02-21 09:00";"Inondations : la solution la plus efficace existe… mais la France tarde encore à l’appliquer";Sciences;"Futura Sciences";;;;;https://www.futura-sciences.com/planete/actualites/rechauffement-climatique-inondations-solution-plus-efficace-existe-mais-france-tarde-encore-appliquer-k2m6-131314/#xtor%3DRSS-8;failed
"2026-02-21 07:01";"Et si la démence n’était pas une fatalité ? Les 14 facteurs sur lesquels vous pouvez agir";Santé;"Futura Sciences";;;;;https://www.futura-sciences.com/sante/actualites/demence-si-demence-netait-pas-fatalite-14-facteurs-lesquels-vous-pouvez-agir-w2t8-131350/#xtor%3DRSS-8;new
"2026-02-20 19:27";"Vigilance rouge : une semaine où tout a basculé dans le Lot-et-Garonne (récit)";Sciences;"Futura Sciences";;;;;https://www.futura-sciences.com/planete/actualites/tempete-nils-vigilance-rouge-semaine-tout-bascule-lot-garonne-recit-131538/#xtor%3DRSS-8;failed
"2026-02-20 18:21";"Découvert au cœur du désert, ce Spinosaurus remet en cause l’idée du nageur redoutable";Sciences;"Futura Sciences";;;;;https://www.futura-sciences.com/planete/actualites/dinosaure-decouvert-coeur-desert-ce-spinosaurus-remet-cause-idee-nageur-redoutable-131516/#xtor%3DRSS-8;failed
"2026-02-20 18:00";"Une tornade emporte un bébé… et le dépose vivant à un endroit totalement inattendu";Sciences;"Futura Sciences";;;;;https://www.futura-sciences.com/planete/actualites/meteorologie-tornade-emporte-bebe-depose-vivant-endroit-totalement-inattendu-w2t8-131192/#xtor%3DRSS-8;failed
"2026-02-20 17:41";"Procès TotalEnergies et climat : les juges décideront-ils d’entrer dans l’Histoire ?";Économie;Novethic;;;;;https://www.novethic.fr/environnement/climat/proces-totalenergies-et-climat-les-juges-decideront-ils-dentrer-dans-lhistoire;new
"2026-02-20 17:35";"Le jour où les cactus du désert ont été ensevelis sous la neige";Sciences;"Futura Sciences";;;;;https://www.futura-sciences.com/planete/actualites/meteorologie-jour-cactus-desert-ont-ete-ensevelis-sous-neige-131494/#xtor%3DRSS-8;failed
"2026-02-20 16:39";"Plus de la moitié du territoire français est exposé au risque de retrait-gonflement des argiles";Sciences;"Futura Sciences";;;;;https://www.futura-sciences.com/planete/actualites/geologie-plus-moitie-territoire-francais-expose-risque-retrait-gonflement-argiles-131518/#xtor%3DRSS-8;failed
"2026-02-20 14:43";"Les scientifiques s’inquiètent : l’Antarctique entre dans une zone à risque qui pourrait tout accélérer";Sciences;"Futura Sciences";;;;;https://www.futura-sciences.com/planete/actualites/antarctique-scientifiques-inquietent-antarctique-zone-risque-pourrait-tout-accelerer-131469/#xtor%3DRSS-8;failed
"2026-02-20 12:28";"Stress, anxiété : êtes-vous dans le groupe qui encaisse… ou celui qui vacille ? Voici ce qui fait la différence";Santé;"Futura Sciences";;;;;https://www.futura-sciences.com/sante/actualites/stress-stress-anxiete-etes-vous-groupe-encaisse-celui-vacille-voici-ce-fait-difference-131490/#xtor%3DRSS-8;new
"2026-02-20 10:44";"TotalEnergies passe entre les mailles de la politique d’exclusion de la Caisse des dépôts";Économie;Novethic;;;;;https://www.novethic.fr/finance-durable/finance-verte/totalenergies-passe-entre-mailles-politique-exclusion-caisse-depots;new
"2026-02-20 09:00";"La preuve que détruire les forêts change le climat : une zone déboisée a gagné 4 °C !";Sciences;"Futura Sciences";;;;;https://www.futura-sciences.com/planete/actualites/environnement-preuve-detruire-forets-change-climat-zone-deboisee-gagne-4-c-131424/#xtor%3DRSS-8;failed
"2026-02-20 07:01";"Personne ne l’avait vu venir : ce virus « inoffensif » apparaît dans le cerveau des malades de Parkinson";Santé;"Futura Sciences";;;;;https://www.futura-sciences.com/sante/actualites/parkinson-personne-ne-avait-vu-venir-ce-virus-inoffensif-apparait-cerveau-malades-parkinson-w2t8-131228/#xtor%3DRSS-8;new
"2026-02-20 05:44";"À l’université, la course à l’IA générative fait émerger des objecteurs de conscience";Économie;Novethic;;;;;https://www.novethic.fr/economie-et-social/transformation-de-leconomie/enseignement-superieur-accelere-ia-generative-enseignants-positionnent-objecteurs-conscience;new
"2026-02-19 20:43";"Alerte sur les casques audio : une étude révèle que 81 modèles contiennent des substances chimiques et cancérigènes";Santé;"Futura Sciences";;;;;https://www.futura-sciences.com/sante/actualites/adolescent-alerte-casques-audio-etude-revele-81-modeles-contiennent-substances-chimiques-cancerigenes-131472/#xtor%3DRSS-8;new
"2026-02-19 18:23";"La tempête Pedro traverse la France avec vents, pluies et neiges abondantes : voici les régions les plus menacées ce soir";Sciences;"Futura Sciences";;;;;https://www.futura-sciences.com/planete/actualites/tempete-pedro-tempete-pedro-traverse-france-vents-pluies-neiges-abondantes-voici-regions-plus-menacees-ce-soir-131477/#xtor%3DRSS-8;failed
"2026-02-19 18:00";"Personne ne s’y attendait : l’IA pourrait révolutionner la météo tout en réduisant son impact climatique";Sciences;"Futura Sciences";;;;;https://www.futura-sciences.com/planete/actualites/meteorologie-personne-ne-y-attendait-ia-pourrait-revolutionner-meteo-tout-reduisant-son-impact-climatique-w2t8-131188/#xtor%3DRSS-8;failed
"2026-02-19 16:38";"""Non, TotalEnergies n’a pas le pouvoir de stopper le changement climatique"" : le devoir de vigilance face au risque climatique";Économie;Novethic;;;;;https://www.novethic.fr/environnement/climat/non-totalenergies-na-pas-le-pouvoir-de-stopper-le-changement-climatique-le-devoir-de-vigilance-face-au-risque-climatique;new
"2026-02-19 15:28";"Parkinson : bientôt plus une fatalité ? Ces avancées qui pourraient changer la trajectoire de la maladie";Santé;"Futura Sciences";;;;;https://www.futura-sciences.com/sante/actualites/parkinson-parkinson-bientot-plus-fatalite-ces-avancees-pourraient-changer-trajectoire-maladie-131416/#xtor%3DRSS-8;new
"2026-02-19 12:44";"40% des emplois dépendent de l'océan en France : un risque négligé par les entreprises";Économie;Novethic;;;;;https://www.novethic.fr/environnement/biodiversite/dependance-economique-oceans-risque-esg-neglige-entreprises;new
"2026-02-19 08:01";"60 Millions alerte : ces baguettes vendues partout posent problème";Santé;"Futura Sciences";;;;;https://www.futura-sciences.com/sante/actualites/alimentation-60-millions-alerte-ces-baguettes-vendues-partout-posent-probleme-w2t8-131224/#xtor%3DRSS-8;new
"2026-02-19 07:01";"Et si relancer l’énergie des neurones permettait de retarder Alzheimer et les démences ?";Santé;"Futura Sciences";;;;;https://www.futura-sciences.com/sante/actualites/cerveau-si-relancer-energie-neurones-permettait-retarder-alzheimer-demences-w2t8-131363/#xtor%3DRSS-8;new
"2026-02-19 05:44";"Décarbonation d’Arcelor à Dunkerque : coup de com' ou véritable avancée ?";Économie;Novethic;;;;;https://www.novethic.fr/environnement/climat/decarbonation-darcelor-a-dunkerque-coup-de-com-ou-veritable-avancee;new
"2026-02-18 17:15";"Alzheimer : une étude de grande ampleur confirme que la pollution de l’air a des effets directs sur le cerveau";Santé;"Futura Sciences";;;;;https://www.futura-sciences.com/sante/actualites/maladie-alzheimer-alzheimer-etude-grande-ampleur-confirme-pollution-air-effets-directs-cerveau-131418/#xtor%3DRSS-8;new
"2026-02-18 14:41";"La voiture de fonction, une manne pour les constructeurs, pas pour la transition écologique";Économie;Novethic;;;;;https://www.novethic.fr/economie-et-social/transformation-de-leconomie/voiture-fonction-manne-constructeurs-pas-transition-ecologique;new
